v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f246,680,0,0x0,4
tick,0x7fff759e9f81,1658,0,0x0,4
tick,0x100694cd2,2973,0,0x0,4
code-creation,LazyCompile,18,280354,0x7bffd344bd8,88,"AsyncSettlePromises /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:86:29",0x7bf0c3fde28,~
code-creation,Function,18,280391,0x7bffd344da0,128,"Queue._pushOne /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:19:37",0x7bfc8cf6c98,~
code-creation,LazyCompile,18,280403,0x7bffd344da0,128,"Queue._pushOne /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:19:37",0x7bfc8cf6c98,~
code-creation,Function,18,280428,0x7bffd344fd8,64,"Queue.length /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:54:35",0x7bfc8cf6ef0,~
code-creation,LazyCompile,18,280441,0x7bffd344fd8,64,"Queue.length /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:54:35",0x7bfc8cf6ef0,~
code-creation,Function,18,280468,0x7bffd345110,96,"Queue._checkCapacity /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:58:43",0x7bfc8cf6fb8,~
code-creation,LazyCompile,18,280479,0x7bffd345110,96,"Queue._checkCapacity /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:58:43",0x7bfc8cf6fb8,~
code-creation,Function,18,280539,0x7bffd3452d8,88,"Async._queueTick /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:149:39",0x7bf0c3fe850,~
code-creation,LazyCompile,18,280556,0x7bffd3452d8,88,"Async._queueTick /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:149:39",0x7bf0c3fe850,~
code-creation,Function,18,280586,0x7bffd345478,80," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/schedule.js:12:27",0x7bfc8cf4f10,~
code-creation,LazyCompile,18,280602,0x7bffd345478,80," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/schedule.js:12:27",0x7bfc8cf4f10,~
tick,0x1005a9d29,280653,0,0x7ffeefbf3c80,2,0x1005ff7cc,0x7bffd3454be,0x7bffd345326,0x7bffd344c26,0x7bffd3447bb,0x7bffd343bce,0x7bffd343989,0x7bffd341df6,0x7bff392737e,0x7bff3926d39,0x7bffd3415ef,0x7bffd3413f1
code-creation,Function,18,280718,0x7bffd345698,264,"setImmediate timers.js:821:22",0x7bff39451a0,~
code-creation,LazyCompile,18,280732,0x7bffd345698,264,"setImmediate timers.js:821:22",0x7bff39451a0,~
code-creation,Function,18,280782,0x7bffd345a18,136,"createImmediate timers.js:856:25",0x7bff3945268,~
code-creation,LazyCompile,18,280794,0x7bffd345a18,136,"createImmediate timers.js:856:25",0x7bff3945268,~
code-creation,Function,18,280844,0x7bffd345cd8,208,"Immediate timers.js:803:19",0x7bff39450d8,~
code-creation,LazyCompile,18,280856,0x7bffd345cd8,208,"Immediate timers.js:803:19",0x7bff39450d8,~
code-creation,Stub,4,281033,0x5f4d4d87fc0,308,"StoreFastElementStub"
code-creation,Function,18,281082,0x7bffd3461a0,112,"initTriggerId async_hooks.js:346:23",0x7bff392d0d0,~
code-creation,LazyCompile,18,281097,0x7bffd3461a0,112,"initTriggerId async_hooks.js:346:23",0x7bff392d0d0,~
code-creation,Function,18,281165,0x7bffd3463a8,104,"ImmediateList.append timers.js:663:42",0x7bff3945bc8,~
code-creation,LazyCompile,18,281178,0x7bffd3463a8,104,"ImmediateList.append timers.js:663:42",0x7bff3945bc8,~
code-creation,Function,18,281213,0x7bffd346580,80,"next /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/client.js:131:22",0x7bfe047cdf8,~
code-creation,LazyCompile,18,281229,0x7bffd346580,80,"next /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/client.js:131:22",0x7bfe047cdf8,~
code-creation,Function,18,281300,0x7bffd346740,256,"_consumer.connect /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:289:36",0x7bfe047a8c8,~
code-creation,LazyCompile,18,281316,0x7bffd346740,256,"_consumer.connect /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:289:36",0x7bfe047a8c8,~
code-creation,Function,18,281427,0x7bffd346af8,216,"processImmediate timers.js:697:26",0x7bff3944e80,~
code-creation,LazyCompile,18,281442,0x7bffd346af8,216,"processImmediate timers.js:697:26",0x7bff3944e80,~
code-creation,Function,18,281590,0x7bffd346f08,312,"tryOnImmediate timers.js:746:24",0x7bff3944f48,~
code-creation,LazyCompile,18,281610,0x7bffd346f08,312,"tryOnImmediate timers.js:746:24",0x7bff3944f48,~
tick,0x1001f1580,281670,0,0x100eb5680,2,0x1005ff7cc,0x7bffd346f5a,0x7bffd346b8d
code-creation,Function,18,281697,0x7bffd347378,128,"emitBeforeScript async_hooks.js:429:26",0x7bff392d3f0,~
code-creation,LazyCompile,18,281716,0x7bffd347378,128,"emitBeforeScript async_hooks.js:429:26",0x7bff392d3f0,~
code-creation,Function,18,281773,0x7bffd347580,144,"validateAsyncId async_hooks.js:251:25",0x7bff392ce78,~
code-creation,LazyCompile,18,281788,0x7bffd347580,144,"validateAsyncId async_hooks.js:251:25",0x7bff392ce78,~
code-creation,Function,18,281874,0x7bffd347818,272,"runCallback timers.js:781:21",0x7bff3945010,~
code-creation,LazyCompile,18,281892,0x7bffd347818,272,"runCallback timers.js:781:21",0x7bff3945010,~
code-creation,Function,18,281959,0x7bffd347c58,72,"Async.drainQueues /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:16:33",0x7bfc8cf7bd8,~
code-creation,LazyCompile,18,281979,0x7bffd347c58,72,"Async.drainQueues /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:16:33",0x7bfc8cf7bd8,~
code-creation,Function,18,282019,0x7bffd347dc0,112,"Async._drainQueues /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:142:41",0x7bf0c3fe788,~
code-creation,LazyCompile,18,282033,0x7bffd347dc0,112,"Async._drainQueues /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:142:41",0x7bf0c3fe788,~
code-creation,Function,18,282085,0x7bffd347ff0,144,"Async._drainQueue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:129:39",0x7bf0c3fe6c0,~
code-creation,LazyCompile,18,282098,0x7bffd347ff0,144,"Async._drainQueue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:129:39",0x7bf0c3fe6c0,~
code-creation,Function,18,282143,0x7bffd3482a0,112,"Queue.shift /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:44:34",0x7bfc8cf6e28,~
code-creation,LazyCompile,18,282155,0x7bffd3482a0,112,"Queue.shift /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/queue.js:44:34",0x7bfc8cf6e28,~
code-creation,Function,18,282223,0x7bffd348530,216,"Promise._settlePromises /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:682:46",0x7bf0c3f2dc0,~
code-creation,LazyCompile,18,282236,0x7bffd348530,216,"Promise._settlePromises /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:682:46",0x7bf0c3f2dc0,~
code-creation,Function,18,282283,0x7bffd3488b0,120,"Promise._settlePromise0 /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:609:45",0x7bf0c3f2910,~
code-creation,LazyCompile,18,282295,0x7bffd3488b0,120,"Promise._settlePromise0 /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:609:45",0x7bf0c3f2910,~
code-creation,Function,18,282339,0x7bffd348ac0,128,"Promise._receiverAt /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:334:42",0x7bf0c3f1a38,~
code-creation,LazyCompile,18,282352,0x7bffd348ac0,128,"Promise._receiverAt /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:334:42",0x7bf0c3f1a38,~
code-creation,Function,18,282377,0x7bffd348cf8,88,"Promise._isBound /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/bind.js:60:39",0x7bf50812b80,~
code-creation,LazyCompile,18,282389,0x7bffd348cf8,88,"Promise._isBound /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/bind.js:60:39",0x7bf50812b80,~
code-creation,Function,18,282495,0x7bffd348f00,496,"Promise._settlePromise /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:542:44",0x7bf0c3f26b8,~
code-creation,LazyCompile,18,282508,0x7bffd348f00,496,"Promise._settlePromise /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:542:44",0x7bf0c3f26b8,~
code-creation,Function,18,282617,0x7bffd349658,352,"Promise._settlePromiseFromHandler /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:496:56",0x7bf0c3f2398,~
code-creation,LazyCompile,18,282631,0x7bffd349658,352,"Promise._settlePromiseFromHandler /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:496:56",0x7bf0c3f2398,~
code-creation,Function,18,282660,0x7bffd349b50,64,"tryCatch /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/util.js:22:18",0x7bf0c3f70f0,~
code-creation,LazyCompile,18,282671,0x7bffd349b50,64,"tryCatch /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/util.js:22:18",0x7bf0c3f70f0,~
tick,0x5f4d4c1ad77,282711,0,0x5f4d4cea259,0,0x7bffd34971d,0x7bffd349066,0x7bffd34891c,0x7bffd3485dc,0x7bffd348050,0x7bffd347e03,0x7bffd347c99,0x7bffd3478a9,0x7bffd346f66,0x7bffd346b8d
code-creation,Function,18,282741,0x7bffd349cf0,120,"tryCatcher /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/util.js:12:20",0x7bf0c3f7028,~
code-creation,LazyCompile,18,282758,0x7bffd349cf0,120,"tryCatcher /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/util.js:12:20",0x7bf0c3f7028,~
code-creation,Function,18,282978,0x7bffd34a0a0,448,"checkForgottenReturns /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/debuggability.js:420:31",0x7bf50804da8,~
code-creation,LazyCompile,18,282993,0x7bffd34a0a0,448,"checkForgottenReturns /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/debuggability.js:420:31",0x7bf50804da8,~
code-creation,Function,18,283057,0x7bffd34a790,160,"Promise._fulfillPromises /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:662:47",0x7bf0c3f2c30,~
code-creation,LazyCompile,18,283070,0x7bffd34a790,160,"Promise._fulfillPromises /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:662:47",0x7bf0c3f2c30,~
code-creation,Function,18,283096,0x7bffd34a9e8,64,"Promise._clearCancellationData /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/debuggability.js:315:52",0x7bf50807328,~
code-creation,LazyCompile,18,283111,0x7bffd34a9e8,64,"Promise._clearCancellationData /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/debuggability.js:315:52",0x7bf50807328,~
code-creation,Function,18,283148,0x7bffd34ab18,64,"Async._reset /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:156:35",0x7bf0c3fe918,~
code-creation,LazyCompile,18,283164,0x7bffd34ab18,64,"Async._reset /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:156:35",0x7bf0c3fe918,~
code-creation,Function,18,283203,0x7bffd34ac80,112,"emitAfterScript async_hooks.js:443:25",0x7bff392d4b8,~
code-creation,LazyCompile,18,283215,0x7bffd34ac80,112,"emitAfterScript async_hooks.js:443:25",0x7bff392d4b8,~
current-time,283278
code-creation,Function,18,283578,0x7bffd34b4b0,752,"consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:376:11",0x7bf0c3ea670,~
code-creation,LazyCompile,18,283595,0x7bffd34b4b0,752,"consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:376:11",0x7bf0c3ea670,~
current-time,283628
tick,0x0,283724,0,0x0,3
code-creation,Function,18,283790,0x7bffd34c208,272,"_consumeRecursive /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:536:21",0x7bf0c3ea800,~
code-creation,LazyCompile,18,283804,0x7bffd34c208,272,"_consumeRecursive /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:536:21",0x7bf0c3ea800,~
current-time,283818
code-creation,Function,18,283882,0x7bffd34c788,192,"KafkaConsumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:365:43",0x7bf0c3cab60,~
code-creation,LazyCompile,18,283896,0x7bffd34c788,192,"KafkaConsumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:365:43",0x7bf0c3cab60,~
code-creation,Function,18,283946,0x7bffd34cb48,104,"KafkaConsumer._consumeNum /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:437:47",0x7bf0c3cacf0,~
code-creation,LazyCompile,18,283959,0x7bffd34cb48,104,"KafkaConsumer._consumeNum /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:437:47",0x7bf0c3cacf0,~
current-time,283999
current-time,284040
current-time,284101
current-time,284130
tick,0x7fff75828b9e,1388078,0,0x0,4
code-creation,Function,18,1388358,0x7bffd34cdf8,160," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:440:56",0x7bffd34ca58,~
code-creation,LazyCompile,18,1388422,0x7bffd34cdf8,160," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:440:56",0x7bffd34ca58,~
code-creation,Function,18,1388833,0x7bffd34d3f8,568,"_consumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:539:39",0x7bffd34c0d8,~
code-creation,LazyCompile,18,1388896,0x7bffd34d3f8,568,"_consumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:539:39",0x7bffd34c0d8,~
current-time,1388947
code-creation,Function,18,1389164,0x7bffd34dc80,256,"setTimeout timers.js:425:20",0x7bff3944840,~
code-creation,LazyCompile,18,1389201,0x7bffd34dc80,256,"setTimeout timers.js:425:20",0x7bff3944840,~
tick,0x7fff7588ed44,1389352,0,0x7fff7588f423,2,0x1005ff7cc,0x7bffd34dd7a,0x7bffd34d476,0x7bffd34ce90
code-creation,Function,18,1389398,0x7bffd34dfc8,144,"createSingleTimeout timers.js:454:29",0x7bff3944908,~
code-creation,LazyCompile,18,1389426,0x7bffd34dfc8,144,"createSingleTimeout timers.js:454:29",0x7bff3944908,~
code-creation,Function,18,1389554,0x7bffd34e278,216,"Timeout timers.js:566:17",0x7bff3944c28,~
code-creation,LazyCompile,18,1389581,0x7bffd34e278,216,"Timeout timers.js:566:17",0x7bff3944c28,~
code-creation,Function,18,1389742,0x7bffd34e710,72,"exports.active timers.js:142:41",0x7bff3945330,~
code-creation,LazyCompile,18,1389771,0x7bffd34e710,72,"exports.active timers.js:142:41",0x7bff3945330,~
code-creation,Function,18,1389930,0x7bffd34e960,328,"insert timers.js:158:16",0x7bff39442c8,~
code-creation,LazyCompile,18,1389960,0x7bffd34e960,328,"insert timers.js:158:16",0x7bff39442c8,~
code-creation,Function,18,1390115,0x7bffd34ef20,168,"createTimersList timers.js:187:26",0x7bff3944390,~
code-creation,LazyCompile,18,1390144,0x7bffd34ef20,168,"createTimersList timers.js:187:26",0x7bff3944390,~
code-creation,Function,18,1390210,0x7bffd34f200,104,"TimersList timers.js:202:20",0x7bff3944458,~
code-creation,LazyCompile,18,1390236,0x7bffd34f200,104,"TimersList timers.js:202:20",0x7bff3944458,~
code-creation,Function,18,1390468,0x7bffd34f7b0,112,"remove internal/linkedlist.js:15:16",0x7bff393b7d8,~
code-creation,LazyCompile,18,1390506,0x7bffd34f7b0,112,"remove internal/linkedlist.js:15:16",0x7bff393b7d8,~
tick,0x7fff75882ab2,1390622,0,0x10380f000,0,0x1005ff7cc,0x7bff393dacf,0x7bffd34ea81,0x7bffd34e74e,0x7bffd34e04e,0x7bffd34dd7a,0x7bffd34d476,0x7bffd34ce90
code-creation,Function,18,1390694,0x7bffd34f9c8,72,"isEmpty internal/linkedlist.js:44:17",0x7bff393b968,~
code-creation,LazyCompile,18,1390717,0x7bffd34f9c8,72,"isEmpty internal/linkedlist.js:44:17",0x7bff393b968,~
tick,0x7fff75828b9e,1494285,0,0x0,4
code-creation,Function,18,1498928,0x7bffd34fcf8,568,"listOnTimeout timers.js:211:23",0x7bff3944520,~
tick,0x7fff75828a4e,1498970,0,0x0,2
code-creation,LazyCompile,18,1498990,0x7bffd34fcf8,568,"listOnTimeout timers.js:211:23",0x7bff3944520,~
tick,0x7fff75828a4e,1499020,0,0x0,2
tick,0x7fff75828a4e,1499044,0,0x0,2
code-creation,Function,18,1499068,0x7bffd350538,80,"peek internal/linkedlist.js:9:14",0x7bff393b710,~
code-creation,LazyCompile,18,1499086,0x7bffd350538,80,"peek internal/linkedlist.js:9:14",0x7bff393b710,~
tick,0x1004de3c9,1499240,0,0x0,2,0x1005ff7cc,0x7bffd34fe93
code-creation,Function,18,1499290,0x7bffd3507b0,360,"tryOnTimeout timers.js:302:22",0x7bff39445e8,~
code-creation,LazyCompile,18,1499310,0x7bffd3507b0,360,"tryOnTimeout timers.js:302:22",0x7bff39445e8,~
code-creation,Function,18,1499449,0x7bffd350ca8,272,"ontimeout timers.js:469:19",0x7bff39449d0,~
code-creation,LazyCompile,18,1499482,0x7bffd350ca8,272,"ontimeout timers.js:469:19",0x7bff39449d0,~
code-creation,Function,18,1499574,0x7bffd3510f8,104,"setTimeout /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:543:29",0x7bffd34d038,~
code-creation,LazyCompile,18,1499598,0x7bffd3510f8,104,"setTimeout /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:543:29",0x7bffd34d038,~
current-time,1499619
current-time,1499722
current-time,1499895
tick,0x7fff75828b9e,2501612,0,0x0,4
current-time,2501687
tick,0x7fff75828a4e,2501730,0,0x7fff759f0b9d,0,0x10023124a,0x7bffd34d434,0x7bffd34ce90
code-creation,Stub,4,2502262,0x5f4d4d88100,468,"ElementsTransitionAndStoreStub"
tick,0x7fff75828b9e,2603373,0,0x0,4
current-time,2603612
current-time,2603741
current-time,2603879
current-time,3605891
tick,0x7fff75828b9e,3606013,0,0x0,4
tick,0x7fff75828b9e,3706194,0,0x0,4
current-time,3706236
current-time,3706282
current-time,3706396
tick,0x7fff75828b9e,4709875,0,0x0,4
current-time,4709958
tick,0x7fff75828b9e,4810867,0,0x0,4
current-time,4810947
current-time,4811011
current-time,4811108
tick,0x7fff75828b9e,5810669,0,0x0,4
current-time,5810736
tick,0x7fff75828b9e,5913215,0,0x0,4
current-time,5913296
current-time,5913338
current-time,5913404
tick,0x7fff75828b9e,6914432,0,0x0,4
current-time,6914597
tick,0x7fff75828b9e,7018777,0,0x0,4
current-time,7018838
current-time,7018887
current-time,7018963
current-time,8021356
tick,0x7fff75828b9e,8021412,0,0x0,4
tick,0x7fff75828b9e,8123500,0,0x0,4
current-time,8123555
current-time,8123598
current-time,8123665
tick,0x7fff75828b9e,9123882,0,0x0,4
current-time,9123967
tick,0x7fff75828b9e,9224628,0,0x0,4
current-time,9224672
current-time,9224704
current-time,9224759
tick,0x7fff75828b9e,10225629,0,0x0,4
current-time,10225661
