v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
tick,0x7fff7581f246,692,0,0x0,4
profiler,"begin",1000
tick,0x7fff759ea053,1999,0,0x0,4
tick,0x7fff759ea04f,3257,0,0x0,4
code-creation,Function,18,151768,0x2211751cf4f8,544,"bindings /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:44:19",0x2211751cde28,~
code-creation,LazyCompile,18,151795,0x2211751cf4f8,544,"bindings /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:44:19",0x2211751cde28,~
timer-event-end,"V8.CompileCode",151805
timer-event-start,"V8.CompileCode",151822
code-creation,Function,18,151850,0x2211751cfd70,88," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:54:37",0x2211751cf130,~
code-creation,LazyCompile,18,151862,0x2211751cfd70,88," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:54:37",0x2211751cf130,~
timer-event-end,"V8.CompileCode",151870
timer-event-start,"V8.CompileCode",151892
code-creation,Function,18,151953,0x2211751d0138,168,"getFileName /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:107:44",0x2211751cdfb8,~
code-creation,LazyCompile,18,151965,0x2211751d0138,168,"getFileName /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:107:44",0x2211751cdfb8,~
timer-event-end,"V8.CompileCode",151974
timer-event-start,"V8.External",152004
timer-event-start,"V8.CompileCode",152029
code-creation,Function,18,152070,0x2211751d04a8,136,"Error.prepareStackTrace /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:115:38",0x2211751d0028,~
code-creation,LazyCompile,18,152083,0x2211751d04a8,136,"Error.prepareStackTrace /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:115:38",0x2211751d0028,~
timer-event-end,"V8.CompileCode",152092
timer-event-end,"V8.External",152120
timer-event-start,"V8.CompileCode",152128
code-creation,Function,18,152180,0x2211751d0960,208,"getRoot /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:150:36",0x2211751ce080,~
code-creation,LazyCompile,18,152193,0x2211751d0960,208,"getRoot /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:150:36",0x2211751ce080,~
timer-event-end,"V8.CompileCode",152201
timer-event-start,"V8.CompileCode",152211
code-creation,Function,18,152259,0x2211751d0c90,184,"join path.js:1240:22",0x22116a2e04e0,~
code-creation,LazyCompile,18,152271,0x2211751d0c90,184,"join path.js:1240:22",0x22116a2e04e0,~
timer-event-end,"V8.CompileCode",152279
timer-event-start,"V8.External",152289
timer-event-end,"V8.External",152296
timer-event-start,"V8.External",152319
timer-event-end,"V8.External",152325
timer-event-start,"V8.CompileCode",152331
code-creation,Function,18,152383,0x2211751d0f90,216,"normalize path.js:1211:32",0x22116a2e0350,~
code-creation,LazyCompile,18,152394,0x2211751d0f90,216,"normalize path.js:1211:32",0x22116a2e0350,~
timer-event-end,"V8.CompileCode",152402
timer-event-start,"V8.External",152410
timer-event-end,"V8.External",152416
timer-event-start,"V8.External",152424
timer-event-end,"V8.External",152429
timer-event-start,"V8.External",152437
timer-event-end,"V8.External",152443
timer-event-start,"V8.External",152449
timer-event-end,"V8.External",152454
timer-event-start,"V8.CompileCode",152460
code-creation,Function,18,152486,0x2211751d1370,96,"exists /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:10:42",0x2211751cdef0,~
code-creation,LazyCompile,18,152498,0x2211751d1370,96,"exists /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:10:42",0x2211751cdef0,~
timer-event-end,"V8.CompileCode",152506
timer-event-start,"V8.CompileCode",152513
code-creation,Function,18,152549,0x2211751d1510,152,"fs.accessSync fs.js:292:25",0x22116a2d5c80,~
code-creation,LazyCompile,18,152560,0x2211751d1510,152,"fs.accessSync fs.js:292:25",0x22116a2d5c80,~
timer-event-end,"V8.CompileCode",152568
timer-event-start,"V8.External",152582
timer-event-end,"V8.External",152612
timer-event-start,"V8.External",152631
timer-event-end,"V8.External",152638
timer-event-start,"V8.CompileCode",152652
code-creation,Function,18,152675,0x2211751d18a0,72," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:76:51",0x2211751cf1f8,~
code-creation,LazyCompile,18,152686,0x2211751d18a0,72," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:76:51",0x2211751cf1f8,~
timer-event-end,"V8.CompileCode",152694
timer-event-start,"V8.External",152708
timer-event-end,"V8.External",152714
timer-event-start,"V8.External",152723
timer-event-end,"V8.External",152729
timer-event-start,"V8.External",152736
timer-event-end,"V8.External",152742
timer-event-start,"V8.External",152753
timer-event-end,"V8.External",152759
timer-event-start,"V8.External",152768
timer-event-end,"V8.External",152773
timer-event-start,"V8.External",152779
timer-event-end,"V8.External",152784
timer-event-start,"V8.External",152799
timer-event-end,"V8.External",152806
timer-event-start,"V8.External",152818
timer-event-end,"V8.External",152824
timer-event-start,"V8.External",152836
timer-event-end,"V8.External",152842
timer-event-start,"V8.External",152850
timer-event-end,"V8.External",152856
timer-event-start,"V8.External",152870
timer-event-end,"V8.External",152883
timer-event-start,"V8.External",152896
timer-event-end,"V8.External",152907
timer-event-start,"V8.External",152917
timer-event-end,"V8.External",152927
timer-event-start,"V8.External",152936
timer-event-end,"V8.External",153004
tick,0x7fff758292c2,153040,0,0x7fff7576a796,0,0x100219d2e,0x22113dffb786,0x221192008cdb,0x221192008b1a,0x22113dffad79,0x22113dff95d3,0x22113dff8c5e,0x221192007eb6,0x221192007c7d,0x2211751cf67d,0x2211751ccd7d,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751cc205,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751ca47b,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c7f2b,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c5369,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c3d78,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200d333,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200a990,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211920073c6,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x22113dff8739,0x2211e23b7775,0x2211e23b2476
code-creation,RegExp,6,153125,0x76fe1305c80,834,"not find"
timer-event-start,"V8.External",153172
timer-event-end,"V8.External",153186
timer-event-start,"V8.External",153198
timer-event-end,"V8.External",153208
timer-event-start,"V8.External",153216
timer-event-end,"V8.External",153226
timer-event-start,"V8.External",153234
timer-event-end,"V8.External",153244
timer-event-start,"V8.External",153298
timer-event-end,"V8.External",153316
timer-event-start,"V8.External",153356
timer-event-end,"V8.External",153371
timer-event-start,"V8.External",153384
timer-event-end,"V8.External",153395
timer-event-start,"V8.External",153407
timer-event-end,"V8.External",153419
timer-event-start,"V8.CompileCode",153461
code-creation,Function,18,153493,0x2211751d22f8,96,"Module._extensions..node module.js:671:39",0x22116a2c0058,~
code-creation,LazyCompile,18,153505,0x2211751d22f8,96,"Module._extensions..node module.js:671:39",0x22116a2c0058,~
timer-event-end,"V8.CompileCode",153514
timer-event-start,"V8.External",153523
tick,0x10733353a,154341,1,0x100760e9e,4,0x100219d2e,0x2211751d234d,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751cf67d,0x2211751ccd7d,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751cc205,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751ca47b,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c7f2b,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c5369,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c3d78,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200d333,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200a990,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211920073c6,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x22113dff8739,0x2211e23b7775,0x2211e23b2476
timer-event-start,"V8.GCScavenger",155135
timer-event-start,"V8.External",155148
timer-event-end,"V8.External",155155
tick,0x7fff759ea053,155606,0,0x0,1
timer-event-start,"V8.External",156443
timer-event-end,"V8.External",156458
timer-event-end,"V8.GCScavenger",156464
timer-event-end,"V8.External",156582
timer-event-start,"V8.External",156630
timer-event-end,"V8.External",156647
timer-event-start,"V8.External",156662
timer-event-end,"V8.External",156678
timer-event-start,"V8.External",156731
timer-event-end,"V8.External",156745
timer-event-start,"V8.External",156786
timer-event-end,"V8.External",156802
timer-event-start,"V8.External",156809
timer-event-end,"V8.External",156817
timer-event-start,"V8.External",156834
timer-event-end,"V8.External",156847
timer-event-start,"V8.External",156854
timer-event-end,"V8.External",156863
timer-event-start,"V8.External",156871
timer-event-end,"V8.External",156897
timer-event-start,"V8.External",156938
timer-event-start,"V8.CompileScriptMicroSeconds",156951
tick,0x7fff758292c2,156960,0,0x7fff7576a796,4,0x100219d2e,0x2211920051d4,0x221192004e57,0x22113dfff954,0x22113dfff4ff,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751cc219,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751ca47b,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c7f2b,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c5369,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c3d78,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200d333,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200a990,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211920073c6,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x22113dff8739,0x2211e23b7775,0x2211e23b2476
timer-event-start,"V8.CompileCode",157004
timer-event-start,"V8.CompileMicroSeconds",157186
code-creation,Script,18,157222,0x2211751dee38,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/error.js:1:1",0x2211751dec90,~
code-creation,Function,18,157265,0x2211751df548,272," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/error.js:1:11",0x2211751ded58,~
timer-event-end,"V8.CompileMicroSeconds",157277
timer-event-end,"V8.CompileCode",157283
timer-event-end,"V8.CompileScriptMicroSeconds",157292
timer-event-end,"V8.External",157298
timer-event-start,"V8.External",157306
timer-event-start,"V8.Execute",157316
timer-event-start,"V8.Execute",157322
timer-event-end,"V8.Execute",157329
timer-event-end,"V8.Execute",157335
timer-event-end,"V8.External",157340
timer-event-start,"V8.External",157375
timer-event-end,"V8.External",157389
timer-event-start,"V8.External",157421
timer-event-end,"V8.External",157429
timer-event-start,"V8.External",157441
timer-event-end,"V8.External",157450
timer-event-start,"V8.External",157461
timer-event-end,"V8.External",157467
timer-event-start,"V8.External",157585
timer-event-end,"V8.External",157597
timer-event-start,"V8.External",157642
timer-event-end,"V8.External",157656
timer-event-start,"V8.External",157669
timer-event-end,"V8.External",157684
timer-event-start,"V8.External",157719
timer-event-end,"V8.External",157733
timer-event-start,"V8.External",157770
timer-event-end,"V8.External",157786
timer-event-start,"V8.External",157793
timer-event-end,"V8.External",157800
timer-event-start,"V8.External",157815
timer-event-end,"V8.External",157827
timer-event-start,"V8.External",157834
timer-event-end,"V8.External",157843
timer-event-start,"V8.External",157850
timer-event-end,"V8.External",157858
timer-event-start,"V8.External",157866
timer-event-start,"V8.CompileScriptMicroSeconds",157876
timer-event-start,"V8.CompileCode",157921
timer-event-start,"V8.CompileMicroSeconds",158157
code-creation,Script,18,158223,0x2211751e0bc0,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer-stream.js:1:1",0x2211751e0a18,~
tick,0x0,158275,0,0x0,3
code-creation,Function,18,158310,0x2211751e1180,216," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer-stream.js:1:11",0x2211751e0ae0,~
timer-event-end,"V8.CompileMicroSeconds",158334
timer-event-end,"V8.CompileCode",158340
timer-event-end,"V8.CompileScriptMicroSeconds",158348
timer-event-end,"V8.External",158354
timer-event-start,"V8.External",158361
timer-event-start,"V8.Execute",158370
timer-event-start,"V8.Execute",158376
timer-event-end,"V8.Execute",158382
timer-event-end,"V8.Execute",158388
timer-event-end,"V8.External",158393
timer-event-start,"V8.External",158414
timer-event-end,"V8.External",158425
timer-event-start,"V8.External",158468
timer-event-end,"V8.External",158482
timer-event-start,"V8.External",158495
timer-event-end,"V8.External",158509
timer-event-start,"V8.External",158544
timer-event-end,"V8.External",158557
timer-event-start,"V8.External",158593
timer-event-end,"V8.External",158609
timer-event-start,"V8.External",158615
timer-event-end,"V8.External",158623
timer-event-start,"V8.External",158633
timer-event-end,"V8.External",158658
timer-event-start,"V8.External",158665
timer-event-end,"V8.External",158674
timer-event-start,"V8.External",158681
timer-event-end,"V8.External",158687
timer-event-start,"V8.External",158695
timer-event-start,"V8.CompileScriptMicroSeconds",158706
timer-event-start,"V8.CompileCode",158725
timer-event-start,"V8.CompileMicroSeconds",158798
code-creation,Script,18,158820,0x2211751e1c68,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/topic-partition.js:1:1",0x2211751e1ac0,~
code-creation,Function,18,158842,0x2211751e1f80,112," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/topic-partition.js:1:11",0x2211751e1b88,~
timer-event-end,"V8.CompileMicroSeconds",158852
timer-event-end,"V8.CompileCode",158858
timer-event-end,"V8.CompileScriptMicroSeconds",158865
timer-event-end,"V8.External",158871
timer-event-start,"V8.External",158878
timer-event-start,"V8.Execute",158887
timer-event-start,"V8.Execute",158893
timer-event-end,"V8.Execute",158899
timer-event-end,"V8.Execute",158904
timer-event-end,"V8.External",158910
timer-event-start,"V8.External",158939
timer-event-end,"V8.External",158952
timer-event-start,"V8.External",158964
timer-event-end,"V8.External",158977
timer-event-start,"V8.External",159012
timer-event-end,"V8.External",159025
timer-event-start,"V8.External",159060
timer-event-end,"V8.External",159075
timer-event-start,"V8.External",159082
timer-event-end,"V8.External",159090
timer-event-start,"V8.External",159103
timer-event-end,"V8.External",159113
timer-event-start,"V8.External",159119
timer-event-end,"V8.External",159127
timer-event-start,"V8.External",159134
timer-event-end,"V8.External",159141
timer-event-start,"V8.External",159148
timer-event-start,"V8.CompileScriptMicroSeconds",159158
timer-event-start,"V8.CompileCode",159172
timer-event-start,"V8.CompileMicroSeconds",159216
code-creation,Script,18,159237,0x2211751e26e8,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/topic.js:1:1",0x2211751e2540,~
code-creation,Function,18,159262,0x2211751e2878,184," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/topic.js:1:11",0x2211751e2608,~
timer-event-end,"V8.CompileMicroSeconds",159273
timer-event-end,"V8.CompileCode",159278
timer-event-end,"V8.CompileScriptMicroSeconds",159286
timer-event-end,"V8.External",159292
timer-event-start,"V8.External",159298
timer-event-start,"V8.Execute",159307
timer-event-start,"V8.Execute",159313
timer-event-end,"V8.Execute",159319
timer-event-end,"V8.Execute",159325
timer-event-end,"V8.External",159330
timer-event-start,"V8.External",159355
timer-event-end,"V8.External",159362
timer-event-start,"V8.External",159396
timer-event-end,"V8.External",159404
timer-event-start,"V8.External",159414
timer-event-end,"V8.External",159423
timer-event-start,"V8.External",159463
timer-event-end,"V8.External",159477
timer-event-start,"V8.External",159489
timer-event-end,"V8.External",159550
tick,0x7fff7582a522,159618,1,0x1007899ad,4,0x100219d2e,0x22113dffb786,0x221192008cdb,0x221192008b1a,0x22113dffad79,0x22113dff95d3,0x22113dff8c5e,0x221192007eb6,0x221192007c7d,0x2211751c7f35,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c5369,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211751c3d78,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200d333,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x22119200a990,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x221192007eb6,0x221192007c7d,0x2211920073c6,0x221192005f58,0x22113dfff520,0x22113dffe551,0x22113dffe113,0x22113dff8d13,0x22113dff8739,0x2211e23b7775,0x2211e23b2476
timer-event-start,"V8.External",159692
timer-event-end,"V8.External",159710
timer-event-start,"V8.External",159758
timer-event-end,"V8.External",159775
timer-event-start,"V8.External",159782
timer-event-end,"V8.External",159789
timer-event-start,"V8.External",159803
timer-event-end,"V8.External",159816
timer-event-start,"V8.External",159823
timer-event-end,"V8.External",159831
timer-event-start,"V8.External",159838
timer-event-end,"V8.External",159846
timer-event-start,"V8.External",159854
timer-event-start,"V8.CompileScriptMicroSeconds",159864
timer-event-start,"V8.CompileCode",159905
timer-event-start,"V8.CompileMicroSeconds",160081
code-creation,Script,18,160110,0x2211751e3c60,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/producer.js:1:1",0x2211751e3ab8,~
code-creation,Function,18,160143,0x2211751e4310,280," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/producer.js:1:11",0x2211751e3b80,~
timer-event-end,"V8.CompileMicroSeconds",160154
timer-event-end,"V8.CompileCode",160161
timer-event-end,"V8.CompileScriptMicroSeconds",160169
timer-event-end,"V8.External",160175
timer-event-start,"V8.External",160181
timer-event-start,"V8.Execute",160191
timer-event-start,"V8.Execute",160196
timer-event-end,"V8.Execute",160203
timer-event-end,"V8.Execute",160209
timer-event-end,"V8.External",160214
timer-event-start,"V8.External",160263
timer-event-end,"V8.External",160276
timer-event-start,"V8.External",160288
timer-event-end,"V8.External",160302
timer-event-start,"V8.External",160339
timer-event-end,"V8.External",160352
timer-event-start,"V8.External",160388
timer-event-end,"V8.External",160403
timer-event-start,"V8.External",160410
timer-event-end,"V8.External",160418
timer-event-start,"V8.External",160431
timer-event-end,"V8.External",160443
timer-event-start,"V8.External",160450
timer-event-end,"V8.External",160458
timer-event-start,"V8.External",160465
timer-event-end,"V8.External",160472
timer-event-start,"V8.External",160480
timer-event-start,"V8.CompileScriptMicroSeconds",160490
timer-event-start,"V8.CompileCode",160527
timer-event-start,"V8.CompileMicroSeconds",160728
code-creation,Script,18,160759,0x2211751e4e28,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/producer-stream.js:1:1",0x2211751e4c80,~
code-creation,Function,18,160789,0x2211751e54c8,232," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/producer-stream.js:1:11",0x2211751e4d48,~
timer-event-end,"V8.CompileMicroSeconds",160800
timer-event-end,"V8.CompileCode",160825
timer-event-end,"V8.CompileScriptMicroSeconds",160863
timer-event-end,"V8.External",160871
timer-event-start,"V8.External",160877
timer-event-start,"V8.Execute",160886
timer-event-start,"V8.Execute",160892
timer-event-end,"V8.Execute",160899
