v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f246,726,0,0x0,4
tick,0x7fff759ea053,1980,0,0x0,4
tick,0x100721b05,3090,0,0x0,4
timer-event-start,"V8.External",648546
timer-event-end,"V8.External",648554
timer-event-start,"V8.External",648562
timer-event-end,"V8.External",648573
current-time,648584
current-time,648607
timer-event-start,"V8.External",648621
timer-event-end,"V8.External",648627
timer-event-start,"V8.External",648637
timer-event-end,"V8.External",648644
current-time,648656
timer-event-start,"V8.External",648664
timer-event-end,"V8.External",648676
current-time,648686
current-time,648702
timer-event-start,"V8.External",648724
timer-event-end,"V8.External",648731
timer-event-start,"V8.External",648739
timer-event-end,"V8.External",648745
timer-event-start,"V8.External",648753
timer-event-end,"V8.External",648764
current-time,648784
timer-event-start,"V8.External",648804
timer-event-end,"V8.External",648811
timer-event-start,"V8.External",648819
timer-event-end,"V8.External",648825
timer-event-start,"V8.External",648833
timer-event-end,"V8.External",648844
current-time,648853
current-time,648867
timer-event-start,"V8.External",648885
timer-event-end,"V8.External",648893
timer-event-start,"V8.External",648900
timer-event-end,"V8.External",648907
timer-event-start,"V8.External",648914
timer-event-end,"V8.External",648925
current-time,648965
timer-event-start,"V8.External",648986
timer-event-end,"V8.External",648993
timer-event-start,"V8.External",649004
timer-event-end,"V8.External",649029
tick,0x7fff758292c2,649045,0,0x7fff7576a796,0,0x100219d2e,0x2006f687d196,0x2006f687c1ae,0x2006f687bbd9,0x2006f687b9eb,0x2006f687b5a0,0x2006f687aaa6,0x2006f6876154,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x2006f6872c98,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
timer-event-start,"V8.External",649066
timer-event-end,"V8.External",649104
current-time,649126
current-time,649141
timer-event-start,"V8.External",649162
timer-event-end,"V8.External",649173
timer-event-start,"V8.External",649185
timer-event-end,"V8.External",649196
current-time,649214
timer-event-start,"V8.External",649226
timer-event-end,"V8.External",649241
current-time,649255
current-time,649279
timer-event-start,"V8.External",649310
timer-event-end,"V8.External",649323
timer-event-start,"V8.External",649335
timer-event-end,"V8.External",649346
timer-event-start,"V8.External",649359
timer-event-end,"V8.External",649376
current-time,649404
timer-event-start,"V8.External",649428
timer-event-end,"V8.External",649435
timer-event-start,"V8.External",649455
timer-event-end,"V8.External",649473
timer-event-start,"V8.External",649487
timer-event-end,"V8.External",649504
current-time,649518
current-time,649538
timer-event-start,"V8.External",649565
timer-event-end,"V8.External",649573
timer-event-start,"V8.External",649581
timer-event-end,"V8.External",649590
timer-event-start,"V8.External",649602
timer-event-end,"V8.External",649616
current-time,649662
timer-event-start,"V8.External",649686
timer-event-end,"V8.External",649693
timer-event-start,"V8.External",649701
timer-event-end,"V8.External",649708
timer-event-start,"V8.External",649716
timer-event-end,"V8.External",649727
current-time,649737
current-time,649745
timer-event-start,"V8.External",649758
timer-event-end,"V8.External",649765
timer-event-start,"V8.External",649772
timer-event-end,"V8.External",649779
current-time,649791
timer-event-start,"V8.External",649800
timer-event-end,"V8.External",649812
current-time,649823
current-time,649839
timer-event-start,"V8.External",649863
timer-event-end,"V8.External",649870
timer-event-start,"V8.External",649877
timer-event-end,"V8.External",649884
timer-event-start,"V8.External",649892
timer-event-end,"V8.External",649903
current-time,649923
timer-event-start,"V8.External",649942
timer-event-end,"V8.External",649949
timer-event-start,"V8.External",649957
timer-event-end,"V8.External",649963
timer-event-start,"V8.External",649971
timer-event-end,"V8.External",649982
current-time,649991
current-time,650004
timer-event-start,"V8.External",650028
timer-event-end,"V8.External",650035
timer-event-start,"V8.External",650043
timer-event-end,"V8.External",650049
timer-event-start,"V8.External",650060
timer-event-end,"V8.External",650076
tick,0x25f73d57d050,650136,0,0x25f73d53f9ce,0,0x200610fcdf20,0x200610fcdc3f,0x200610fcd7ba,0x200610fc9693,0x200610fc9456,0x2006f6872c3f,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
current-time,650188
timer-event-start,"V8.External",650223
timer-event-end,"V8.External",650235
timer-event-start,"V8.External",650254
timer-event-end,"V8.External",650267
timer-event-start,"V8.External",650275
timer-event-end,"V8.External",650287
current-time,650300
current-time,650308
timer-event-start,"V8.External",650321
timer-event-end,"V8.External",650327
timer-event-start,"V8.External",650335
timer-event-end,"V8.External",650341
current-time,650353
timer-event-start,"V8.External",650362
timer-event-end,"V8.External",650373
current-time,650383
current-time,650398
timer-event-start,"V8.External",650420
timer-event-end,"V8.External",650427
timer-event-start,"V8.External",650435
timer-event-end,"V8.External",650441
timer-event-start,"V8.External",650449
timer-event-end,"V8.External",650460
current-time,650479
timer-event-start,"V8.External",650499
timer-event-end,"V8.External",650506
timer-event-start,"V8.External",650513
timer-event-end,"V8.External",650520
timer-event-start,"V8.External",650527
timer-event-end,"V8.External",650538
current-time,650547
current-time,650561
timer-event-start,"V8.External",650579
timer-event-end,"V8.External",650586
timer-event-start,"V8.External",650593
timer-event-end,"V8.External",650600
timer-event-start,"V8.External",650607
timer-event-end,"V8.External",650618
current-time,650653
timer-event-start,"V8.External",650673
timer-event-end,"V8.External",650680
timer-event-start,"V8.External",650687
timer-event-end,"V8.External",650694
timer-event-start,"V8.External",650701
timer-event-end,"V8.External",650712
current-time,650722
current-time,650730
timer-event-start,"V8.External",650741
timer-event-end,"V8.External",650748
timer-event-start,"V8.External",650755
timer-event-end,"V8.External",650761
current-time,650772
timer-event-start,"V8.External",650780
timer-event-end,"V8.External",650791
current-time,650800
current-time,650815
timer-event-start,"V8.External",650835
timer-event-end,"V8.External",650842
timer-event-start,"V8.External",650849
timer-event-end,"V8.External",650856
timer-event-start,"V8.External",650863
timer-event-end,"V8.External",650875
current-time,650893
timer-event-start,"V8.External",650911
timer-event-end,"V8.External",650919
timer-event-start,"V8.External",650926
timer-event-end,"V8.External",650932
timer-event-start,"V8.External",650940
timer-event-end,"V8.External",650951
current-time,650960
current-time,650973
timer-event-start,"V8.External",650993
timer-event-end,"V8.External",651000
timer-event-start,"V8.External",651007
timer-event-end,"V8.External",651014
timer-event-start,"V8.External",651024
timer-event-end,"V8.External",651040
current-time,651090
timer-event-start,"V8.External",651120
timer-event-end,"V8.External",651132
timer-event-start,"V8.External",651143
timer-event-end,"V8.External",651174
timer-event-start,"V8.External",651189
timer-event-end,"V8.External",651206
tick,0x7fff758292c2,651217,0,0x7fff7576a796,0,0x100219d2e,0x2006f687d196,0x2006f687c1ae,0x2006f687bbd9,0x2006f687b9eb,0x2006f687b5a0,0x2006f687aaa6,0x2006f6876154,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x2006f6872c98,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
current-time,651241
current-time,651264
timer-event-start,"V8.External",651287
timer-event-end,"V8.External",651298
timer-event-start,"V8.External",651310
timer-event-end,"V8.External",651321
current-time,651340
timer-event-start,"V8.External",651352
timer-event-end,"V8.External",651368
current-time,651383
current-time,651407
timer-event-start,"V8.External",651440
timer-event-end,"V8.External",651450
timer-event-start,"V8.External",651461
timer-event-end,"V8.External",651471
timer-event-start,"V8.External",651482
timer-event-end,"V8.External",651499
current-time,651530
timer-event-start,"V8.External",651561
timer-event-end,"V8.External",651571
timer-event-start,"V8.External",651582
timer-event-end,"V8.External",651592
timer-event-start,"V8.External",651603
timer-event-end,"V8.External",651619
current-time,651634
current-time,651662
timer-event-start,"V8.External",651690
timer-event-end,"V8.External",651726
timer-event-start,"V8.External",651738
timer-event-end,"V8.External",651748
timer-event-start,"V8.External",651813
timer-event-end,"V8.External",651835
current-time,651904
timer-event-start,"V8.External",651941
timer-event-end,"V8.External",651952
timer-event-start,"V8.External",651965
timer-event-end,"V8.External",651977
timer-event-start,"V8.External",651990
timer-event-end,"V8.External",652008
current-time,652035
current-time,652056
timer-event-start,"V8.External",652080
timer-event-end,"V8.External",652091
timer-event-start,"V8.External",652102
timer-event-end,"V8.External",652114
current-time,652136
timer-event-start,"V8.External",652150
timer-event-end,"V8.External",652167
current-time,652184
current-time,652210
tick,0x7fff758292c2,652243,0,0x7fff7576a796,0,0x10023124a,0x2006f68780dc,0x2006f6876b15,0x2006f6876105,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x200610fc7d4f,0x200610fcf4ab,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
timer-event-start,"V8.External",652264
timer-event-end,"V8.External",652277
timer-event-start,"V8.External",652290
timer-event-end,"V8.External",652301
timer-event-start,"V8.External",652311
timer-event-end,"V8.External",652323
current-time,652351
timer-event-start,"V8.External",652380
timer-event-end,"V8.External",652388
timer-event-start,"V8.External",652396
timer-event-end,"V8.External",652403
timer-event-start,"V8.External",652411
timer-event-end,"V8.External",652423
current-time,652433
current-time,652450
timer-event-start,"V8.External",652470
timer-event-end,"V8.External",652478
timer-event-start,"V8.External",652485
timer-event-end,"V8.External",652492
timer-event-start,"V8.External",652500
timer-event-end,"V8.External",652511
current-time,652556
timer-event-start,"V8.External",652578
timer-event-end,"V8.External",652586
timer-event-start,"V8.External",652593
timer-event-end,"V8.External",652600
timer-event-start,"V8.External",652608
timer-event-end,"V8.External",652638
current-time,652649
current-time,652657
timer-event-start,"V8.External",652670
timer-event-end,"V8.External",652676
timer-event-start,"V8.External",652684
timer-event-end,"V8.External",652691
current-time,652702
timer-event-start,"V8.External",652711
timer-event-end,"V8.External",652724
current-time,652735
current-time,652751
timer-event-start,"V8.External",652773
timer-event-end,"V8.External",652780
timer-event-start,"V8.External",652788
timer-event-end,"V8.External",652799
timer-event-start,"V8.External",652811
timer-event-end,"V8.External",652829
timer-event-start,"V8.OptimizeCode",652897
timer-event-start,"V8.RecompileSynchronous",652920
tick,0x1002b9811,653277,0,0x7ffeefbf3e58,2,0x1005ffb1f,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x2006f6872d1a,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
code-creation,Stub,3,653751,0x25f73d60f720,609,"CallApiCallbackStub"
timer-event-end,"V8.RecompileSynchronous",654292
timer-event-start,"V8.RecompileConcurrent",654317
timer-event-end,"V8.OptimizeCode",654353
tick,0x7fff75828a4e,654374,0,0x7fff759f0b9d,2,0x1005ffb1f,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x2006f6872d1a,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
current-time,654398
timer-event-start,"V8.External",654462
timer-event-end,"V8.External",654475
timer-event-start,"V8.External",654490
timer-event-end,"V8.External",654504
timer-event-start,"V8.External",654518
timer-event-end,"V8.External",654539
current-time,654562
current-time,654599
timer-event-start,"V8.External",654635
timer-event-end,"V8.External",654645
timer-event-start,"V8.External",654656
timer-event-end,"V8.External",654666
timer-event-start,"V8.External",654678
timer-event-end,"V8.External",654696
current-time,654774
timer-event-start,"V8.External",654806
timer-event-end,"V8.External",654818
timer-event-start,"V8.External",654829
timer-event-end,"V8.External",654839
timer-event-start,"V8.External",654851
timer-event-end,"V8.External",654867
current-time,654882
current-time,654894
timer-event-start,"V8.External",654913
timer-event-end,"V8.External",654923
timer-event-start,"V8.External",654962
timer-event-end,"V8.External",654973
current-time,654991
timer-event-start,"V8.External",655004
timer-event-end,"V8.External",655027
current-time,655047
current-time,655072
timer-event-start,"V8.External",655109
timer-event-end,"V8.External",655120
timer-event-start,"V8.External",655132
timer-event-end,"V8.External",655143
timer-event-start,"V8.External",655169
timer-event-end,"V8.External",655190
current-time,655226
timer-event-start,"V8.External",655272
timer-event-end,"V8.External",655288
timer-event-start,"V8.External",655300
timer-event-end,"V8.External",655308
timer-event-start,"V8.External",655317
timer-event-end,"V8.External",655330
current-time,655342
current-time,655367
timer-event-start,"V8.External",655417
tick,0x25f73d56ca2b,655434,0,0x25f73d53f9ce,0,0x2006f687c6e8,0x2006f687c11f,0x2006f687bbd9,0x2006f687b9eb,0x2006f687b5a0,0x2006f687aaa6,0x2006f6876154,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x2006f6872c07,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
timer-event-end,"V8.External",655450
timer-event-start,"V8.External",655461
timer-event-end,"V8.External",655468
timer-event-start,"V8.External",655477
timer-event-end,"V8.External",655488
current-time,655540
timer-event-start,"V8.External",655564
timer-event-end,"V8.External",655572
timer-event-start,"V8.External",655580
timer-event-end,"V8.External",655587
timer-event-start,"V8.External",655595
timer-event-end,"V8.External",655606
current-time,655617
current-time,655625
timer-event-start,"V8.External",655638
timer-event-end,"V8.External",655644
timer-event-start,"V8.External",655651
timer-event-end,"V8.External",655658
current-time,655670
timer-event-start,"V8.External",655678
timer-event-end,"V8.External",655691
current-time,655703
current-time,655720
timer-event-start,"V8.External",655741
timer-event-end,"V8.External",655749
timer-event-start,"V8.External",655756
timer-event-end,"V8.External",655763
timer-event-start,"V8.External",655771
timer-event-end,"V8.External",655782
current-time,655803
timer-event-start,"V8.External",655824
timer-event-end,"V8.External",655832
timer-event-start,"V8.External",655839
timer-event-end,"V8.External",655845
timer-event-start,"V8.External",655853
timer-event-end,"V8.External",655864
current-time,655874
current-time,655887
timer-event-start,"V8.External",655905
timer-event-end,"V8.External",655912
timer-event-start,"V8.External",655920
timer-event-end,"V8.External",655926
timer-event-start,"V8.External",655934
timer-event-end,"V8.External",655945
current-time,655982
timer-event-start,"V8.External",656018
timer-event-end,"V8.External",656030
timer-event-start,"V8.External",656040
timer-event-end,"V8.External",656050
timer-event-start,"V8.External",656062
timer-event-end,"V8.External",656080
current-time,656095
current-time,656104
timer-event-start,"V8.External",656117
timer-event-end,"V8.External",656124
timer-event-start,"V8.External",656140
timer-event-end,"V8.External",656147
current-time,656160
timer-event-start,"V8.External",656172
timer-event-end,"V8.External",656186
current-time,656200
current-time,656224
timer-event-start,"V8.External",656254
timer-event-end,"V8.External",656264
timer-event-start,"V8.External",656274
timer-event-end,"V8.External",656281
timer-event-start,"V8.External",656293
timer-event-end,"V8.External",656310
current-time,656333
timer-event-start,"V8.External",656353
timer-event-end,"V8.External",656361
timer-event-start,"V8.External",656368
timer-event-end,"V8.External",656375
timer-event-start,"V8.External",656383
timer-event-end,"V8.External",656394
current-time,656403
current-time,656418
timer-event-start,"V8.External",656436
timer-event-end,"V8.External",656467
tick,0x7fff758292c2,656507,0,0x7fff7576a796,0,0x100219d2e,0x2006f687c738,0x2006f687c11f,0x2006f687bbd9,0x2006f687b9eb,0x2006f687b5a0,0x2006f687aaa6,0x2006f6876154,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x2006f6872c07,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
timer-event-start,"V8.External",656531
timer-event-end,"V8.External",656546
timer-event-start,"V8.External",656561
timer-event-end,"V8.External",656605
current-time,656675
timer-event-start,"V8.External",656711
timer-event-end,"V8.External",656722
timer-event-start,"V8.External",656733
timer-event-end,"V8.External",656743
timer-event-start,"V8.External",656756
timer-event-end,"V8.External",656773
current-time,656790
current-time,656802
timer-event-start,"V8.External",656822
timer-event-end,"V8.External",656832
timer-event-start,"V8.External",656843
timer-event-end,"V8.External",656903
current-time,656935
timer-event-start,"V8.External",656950
timer-event-end,"V8.External",656978
current-time,656998
current-time,657024
timer-event-start,"V8.External",657059
timer-event-end,"V8.External",657072
timer-event-start,"V8.External",657086
timer-event-end,"V8.External",657097
timer-event-start,"V8.External",657110
timer-event-end,"V8.External",657126
current-time,657156
timer-event-start,"V8.External",657190
timer-event-end,"V8.External",657221
timer-event-start,"V8.External",657240
timer-event-end,"V8.External",657250
timer-event-start,"V8.External",657263
timer-event-end,"V8.External",657280
current-time,657295
current-time,657321
timer-event-start,"V8.External",657354
timer-event-end,"V8.External",657366
timer-event-start,"V8.External",657377
timer-event-end,"V8.External",657385
timer-event-start,"V8.External",657394
timer-event-end,"V8.External",657406
current-time,657457
timer-event-start,"V8.External",657486
timer-event-end,"V8.External",657495
timer-event-start,"V8.External",657503
timer-event-end,"V8.External",657510
timer-event-start,"V8.External",657518
timer-event-end,"V8.External",657530
current-time,657541
current-time,657549
timer-event-start,"V8.External",657562
timer-event-end,"V8.External",657569
timer-event-start,"V8.External",657576
timer-event-end,"V8.External",657583
current-time,657595
timer-event-start,"V8.External",657604
timer-event-end,"V8.External",657616
current-time,657627
current-time,657644
timer-event-start,"V8.External",657666
timer-event-end,"V8.External",657673
timer-event-start,"V8.External",657681
timer-event-end,"V8.External",657688
timer-event-start,"V8.External",657696
timer-event-end,"V8.External",657739
tick,0x7fff7582a702,657791,1,0x10078b423,4,0x100219d2e,0x2006f687e1e1,0x2006f687dfcd,0x2006f687dd7a,0x2006f687b660,0x2006f687aaa6,0x2006f6876154,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x200610fc7d4f,0x200610fcf4ab,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
current-time,657811
timer-event-start,"V8.External",657845
timer-event-end,"V8.External",657856
timer-event-start,"V8.External",657867
timer-event-end,"V8.External",657877
timer-event-start,"V8.External",657889
timer-event-end,"V8.External",657906
current-time,657921
current-time,657944
timer-event-start,"V8.External",657973
timer-event-end,"V8.External",657985
timer-event-start,"V8.External",657996
timer-event-end,"V8.External",658007
timer-event-start,"V8.External",658019
timer-event-end,"V8.External",658038
current-time,658104
timer-event-start,"V8.External",658138
timer-event-end,"V8.External",658148
timer-event-start,"V8.External",658160
timer-event-end,"V8.External",658170
timer-event-start,"V8.External",658180
timer-event-end,"V8.External",658196
current-time,658211
current-time,658224
timer-event-start,"V8.External",658244
timer-event-end,"V8.External",658255
timer-event-start,"V8.External",658268
timer-event-end,"V8.External",658279
current-time,658301
timer-event-start,"V8.External",658315
timer-event-end,"V8.External",658332
current-time,658348
current-time,658391
timer-event-start,"V8.External",658434
timer-event-end,"V8.External",658447
timer-event-start,"V8.External",658459
timer-event-end,"V8.External",658470
timer-event-start,"V8.External",658483
timer-event-end,"V8.External",658500
timer-event-end,"V8.RecompileConcurrent",658524
timer-event-start,"V8.RecompileSynchronous",658554
code-creation,LazyCompile,1,658636,0x25f73d60f9a0,3156,"Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34",0x2006365fc088,*
timer-event-end,"V8.RecompileSynchronous",658670
current-time,658708
timer-event-start,"V8.External",658733
timer-event-end,"V8.External",658741
timer-event-start,"V8.External",658749
timer-event-end,"V8.External",658756
timer-event-start,"V8.External",658763
timer-event-end,"V8.External",658775
current-time,658785
current-time,658800
timer-event-start,"V8.External",658819
timer-event-end,"V8.External",658826
timer-event-start,"V8.External",658834
timer-event-end,"V8.External",658841
timer-event-start,"V8.External",658848
timer-event-end,"V8.External",658858
current-time,658902
timer-event-start,"V8.External",658922
timer-event-end,"V8.External",658929
timer-event-start,"V8.External",658936
timer-event-end,"V8.External",658944
timer-event-start,"V8.External",658950
timer-event-end,"V8.External",658961
current-time,658971
current-time,658978
timer-event-start,"V8.External",658991
timer-event-end,"V8.External",658997
tick,0x25f73d572c40,659025,0,0x25f73d53f9ce,0,0x2006f687c11f,0x2006f687bbd9,0x200610fd017c,0x200610fcf35d,0x2006f6872ca3,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
timer-event-start,"V8.External",659043
timer-event-end,"V8.External",659052
current-time,659066
timer-event-start,"V8.External",659074
timer-event-end,"V8.External",659086
current-time,659097
current-time,659113
timer-event-start,"V8.External",659135
timer-event-end,"V8.External",659142
timer-event-start,"V8.External",659149
timer-event-end,"V8.External",659158
timer-event-start,"V8.External",659164
timer-event-end,"V8.External",659175
current-time,659196
timer-event-start,"V8.External",659222
timer-event-end,"V8.External",659239
timer-event-start,"V8.External",659255
timer-event-end,"V8.External",659268
timer-event-start,"V8.External",659279
timer-event-end,"V8.External",659328
current-time,659356
current-time,659386
timer-event-start,"V8.External",659420
timer-event-end,"V8.External",659432
timer-event-start,"V8.External",659444
timer-event-end,"V8.External",659455
timer-event-start,"V8.External",659464
timer-event-end,"V8.External",659481
current-time,659530
timer-event-start,"V8.External",659561
timer-event-end,"V8.External",659570
timer-event-start,"V8.External",659579
timer-event-end,"V8.External",659586
timer-event-start,"V8.External",659594
timer-event-end,"V8.External",659605
current-time,659616
current-time,659624
timer-event-start,"V8.External",659638
timer-event-end,"V8.External",659644
timer-event-start,"V8.External",659652
timer-event-end,"V8.External",659659
current-time,659671
timer-event-start,"V8.External",659679
timer-event-end,"V8.External",659693
current-time,659704
current-time,659721
timer-event-start,"V8.External",659742
timer-event-end,"V8.External",659750
timer-event-start,"V8.External",659757
timer-event-end,"V8.External",659764
timer-event-start,"V8.External",659771
timer-event-end,"V8.External",659782
current-time,659802
timer-event-start,"V8.External",659821
timer-event-end,"V8.External",659829
timer-event-start,"V8.External",659836
timer-event-end,"V8.External",659843
timer-event-start,"V8.External",659853
timer-event-end,"V8.External",659870
current-time,659884
current-time,659904
timer-event-start,"V8.External",659931
timer-event-end,"V8.External",659941
timer-event-start,"V8.External",659952
timer-event-end,"V8.External",659962
timer-event-start,"V8.External",659971
timer-event-end,"V8.External",659987
current-time,660039
tick,0x25f73d56a052,660098,0,0x25f73d53f9ce,0,0x2006f6850c7e,0x2006f6879915,0x2006f6876d67,0x25f73d60fbd0,0x2006f6875ccc,0x25f73d60b778,0x2006f6870cc1,0x2006f6872c98,0x25f73d538eb6,0x25f73d5094a8,0x1007647b2,0x200610fc4503
timer-event-start,"V8.External",660124
timer-event-end,"V8.External",660141
timer-event-start,"V8.External",660155
timer-event-end,"V8.External",660166
timer-event-start,"V8.External",660177
timer-event-end,"V8.External",660205
current-time,660231
current-time,660243
timer-event-start,"V8.External",660260
timer-event-end,"V8.External",660267
timer-event-start,"V8.External",660276
timer-event-end,"V8.External",660284
current-time,660301
timer-event-start,"V8.External",660310
timer-event-end,"V8.External",660340
current-time,660352
current-time,660370
timer-event-start,"V8.External",660395
timer-event-end,"V8.External",660403
timer-event-start,"V8.External",660411
timer-event-end,"V8.External",660418
timer-event-start,"V8.External",660425
timer-event-end,"V8.External",660437
current-time,660458
timer-event-start,"V8.External",660479
timer-event-end,"V8.External",660487
timer-event-start,"V8.External",660494
timer-event-end,"V8.External",660501
timer-event-start,"V8.External",660508
timer-event-end,"V8.External",660519
current-time,660528
current-time,660541
timer-event-start,"V8.External",660559
timer-event-end,"V8.External",660566
timer-event-start,"V8.External",660573
timer-event-end,"V8.External",660580
timer-event-start,"V8.External",660587
timer-event-end,"V8.External",660597
current-time,660638
timer-event-start,"V8.External",660658
timer-event-end,"V8.External",660665
timer-event-start,"V8.External",660675
timer-event-end,"V8.External",660682
timer-event-start,"V8.External",660688
timer-event-end,"V8.External",660699
current-time,660709
current-time,660716
timer-event-start,"V8.External",660729
timer-event-end,"V8.External",660735
